Auto,11.9,12.8
Auto,5.1,21.7
Auto,13.6,21.7
Auto,57.4,21.7
Auto,13.6,34.5
Auto,22.099999999999998,34.5
Auto,11.9,38.4
Auto,3.4,47.3
Auto,10.2,47.3
Auto,11.9,47.3
Auto,40.4,47.3
Auto,11.9,51.2
Auto,23.8,60.1
Auto,1.7,64.0
Auto,1.7,76.8
Auto,15.299999999999999,76.8
Auto,40.4,85.69999999999999
Auto,43.8,85.69999999999999
Auto,60.8,89.6
Auto,38.699999999999996,0.0
Auto,40.4,0.0
Auto,20.4,12.8
Auto,54.0,12.8
Auto,1.7,21.7
Auto,10.2,34.5
Auto,23.8,34.5
Auto,5.1,38.4
Auto,42.1,47.3
Auto,45.5,60.1
Auto,3.4,64.0
Auto,25.5,72.9
Auto,43.8,72.9
Auto,67.19999999999999,72.9
Auto,43.8,76.8
Auto,25.5,89.6
Auto,15.299999999999999,8.9
Auto,0.0,76.8
Auto,8.5,85.69999999999999
Auto,67.19999999999999,85.69999999999999
Auto,45.5,8.9
Auto,50.6,8.9
Auto,18.7,12.8
Auto,0.0,25.6
Auto,35.3,34.5
Auto,6.8,38.4
Auto,59.1,38.4
Auto,52.3,47.3
Auto,27.2,51.2
Auto,47.199999999999996,51.2
Auto,47.199999999999996,60.1
Auto,1.7,89.6
Auto,43.8,89.6
Auto,0.0,34.5
Auto,8.5,34.5
Auto,37.0,34.5
Auto,52.3,34.5
Auto,38.699999999999996,47.3
Auto,28.9,51.2
Auto,35.3,51.2
Auto,8.5,76.8
Auto,11.9,85.69999999999999
Auto,33.599999999999994,85.69999999999999
Auto,13.6,89.6
Auto,54.0,0.0
Auto,37.0,12.8
Auto,57.4,51.2
Auto,59.1,51.2
Auto,57.4,60.1
Auto,13.6,64.0
Auto,33.599999999999994,64.0
Auto,22.099999999999998,72.9
Auto,17.0,76.8
Auto,57.4,85.69999999999999
Auto,62.5,85.69999999999999
Auto,18.7,89.6
Auto,3.4,38.4
Auto,10.2,60.1
Auto,67.19999999999999,60.1
Auto,52.3,72.9
Auto,5.1,89.6
Auto,54.0,89.6
Auto,17.0,0.0
Auto,54.0,8.9
Auto,59.1,8.9
Auto,45.5,12.8
Auto,28.9,21.7
Auto,18.7,25.6
Auto,38.699999999999996,34.5
Auto,10.2,38.4
Auto,1.7,47.3
Auto,23.8,64.0
Auto,50.6,72.9
Auto,10.2,89.6
Auto,27.2,0.0
Auto,40.4,21.7
Auto,45.5,21.7
Auto,13.6,25.6
Auto,25.5,25.6
Auto,18.7,34.5
Auto,40.4,34.5
Auto,67.19999999999999,38.4
Auto,54.0,47.3
Auto,23.8,51.2
Auto,8.5,60.1
Auto,10.2,72.9
Auto,60.8,76.8
Auto,8.5,89.6
Auto,15.299999999999999,89.6
Auto,28.9,89.6
Auto,22.099999999999998,0.0
Auto,48.9,12.8
Auto,55.699999999999996,12.8
Auto,5.1,25.6
Auto,55.699999999999996,47.3
Auto,67.19999999999999,8.9
Auto,43.8,25.6
Auto,6.8,34.5
Auto,27.2,64.0
Auto,28.9,64.0
Auto,59.1,72.9
Auto,55.699999999999996,76.8
Auto,62.5,76.8
Auto,3.4,85.69999999999999
Auto,11.9,89.6
Auto,6.8,0.0
Auto,23.8,12.8
Auto,28.9,34.5
Auto,20.4,47.3
Auto,62.5,51.2
Auto,5.1,64.0
Auto,35.3,64.0
Auto,18.7,85.69999999999999
Auto,38.699999999999996,85.69999999999999
Auto,45.5,89.6
Auto,35.3,0.0
Auto,5.1,47.3
Auto,15.299999999999999,47.3
Auto,67.19999999999999,51.2
Auto,67.19999999999999,76.8
Auto,22.099999999999998,85.69999999999999
Auto,33.599999999999994,8.9
Auto,52.3,12.8
Auto,8.5,21.7
Auto,15.299999999999999,38.4
Auto,13.6,47.3
Auto,25.5,60.1
